flight_id,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_cause,load_factor,turnaround_minutes,cancelled,date
AA1071,AA,LAX,SFO,2025-11-17T06:45:00,2025-11-17T06:55:00,10,,0.838,56,False,2025-11-17
AA0996,AA,SEA,MCO,2025-11-17T07:30:00,2025-11-17T07:30:00,0,,0.947,28,False,2025-11-17
DL0273,DL,ATL,JFK,2025-11-17T08:15:00,2025-11-17T08:21:00,6,,0.879,32,False,2025-11-17
UA0497,UA,EWR,MIA,2025-11-17T13:00:00,2025-11-17T13:02:00,2,,0.966,48,False,2025-11-17
DL0878,DL,DEN,MCO,2025-11-17T14:00:00,2025-11-17T14:13:00,13,,0.885,84,False,2025-11-17
SW0259,SW,CLT,MCO,2025-11-17T15:00:00,2025-11-17T15:07:00,7,,0.911,68,False,2025-11-17
JB0245,JB,DFW,SFO,2025-11-17T15:30:00,2025-11-17T16:18:00,48,traffic,0.825,61,False,2025-11-17
JB1090,JB,FLL,LGA,2025-11-17T17:00:00,2025-11-17T17:42:00,42,traffic,0.804,63,False,2025-11-17
DL0288,DL,DTW,LAS,2025-11-17T17:15:00,2025-11-17T17:24:00,9,,0.801,68,False,2025-11-17
JB0325,JB,MSP,ATL,2025-11-17T21:00:00,2025-11-17T21:04:00,4,,0.791,56,False,2025-11-17
SW0409,SW,DTW,ATL,2025-11-17T21:45:00,2025-11-17T22:01:00,16,weather,0.729,52,False,2025-11-17
DL1138,DL,ORD,EWR,2025-11-17T22:30:00,2025-11-17T22:44:00,14,,0.898,63,False,2025-11-17
AA0411,AA,PHX,SFO,2025-11-18T11:45:00,2025-11-18T11:50:00,5,,0.722,47,False,2025-11-18
UA0772,UA,ATL,DFW,2025-11-18T12:15:00,2025-11-18T13:01:00,46,weather,0.98,36,False,2025-11-18
UA0712,UA,DTW,ATL,2025-11-18T12:45:00,2025-11-18T12:47:00,2,,0.97,79,False,2025-11-18
AA0921,AA,DFW,CLT,2025-11-18T14:45:00,2025-11-18T14:46:00,1,,0.852,25,False,2025-11-18
UA0372,UA,MSP,FLL,2025-11-18T16:15:00,2025-11-18T16:40:00,25,traffic,0.87,88,False,2025-11-18
UA0652,UA,LAX,ORD,2025-11-18T19:45:00,2025-11-18T21:14:00,89,traffic,0.877,42,False,2025-11-18
JB0100,JB,SEA,LGA,2025-11-18T20:45:00,2025-11-18T20:59:00,14,,0.797,60,False,2025-11-18
JB0960,JB,SEA,EWR,2025-11-18T21:45:00,2025-11-18T22:06:00,21,traffic,1.0,60,False,2025-11-18
UA0172,UA,SEA,CLT,2025-11-19T05:00:00,2025-11-19T05:13:00,13,,0.782,48,False,2025-11-19
JB0870,JB,DTW,IAH,2025-11-19T05:00:00,2025-11-19T05:02:00,2,,0.849,71,False,2025-11-19
AA1161,AA,DFW,ORD,2025-11-19T05:30:00,2025-11-19T05:39:00,9,,0.928,49,False,2025-11-19
JB0855,JB,BOS,LAS,2025-11-19T05:45:00,2025-11-19T05:59:00,14,,0.913,91,False,2025-11-19
DL0338,DL,DFW,CLT,2025-11-19T07:30:00,2025-11-19T07:33:00,3,,0.845,64,False,2025-11-19
UA0542,UA,EWR,DFW,2025-11-19T07:45:00,2025-11-19T07:54:00,9,,0.747,68,False,2025-11-19
DL0373,DL,IAH,ATL,2025-11-19T08:15:00,2025-11-19T08:19:00,4,,0.987,49,False,2025-11-19
AA0441,AA,MIA,DTW,2025-11-19T10:30:00,2025-11-19T10:43:00,13,,0.795,69,False,2025-11-19
UA0217,UA,LAS,BOS,2025-11-19T13:45:00,2025-11-19T14:10:00,25,security,0.86,93,False,2025-11-19
JB0730,JB,DFW,EWR,2025-11-19T17:30:00,2025-11-19T17:55:00,25,weather,1.0,77,False,2025-11-19
UA0507,UA,LGA,SFO,2025-11-19T18:30:00,2025-11-19T19:20:00,50,traffic,0.821,61,False,2025-11-19
UA0502,UA,MIA,LAS,2025-11-19T19:00:00,2025-11-19T19:07:00,7,,0.866,57,False,2025-11-19
UA0642,UA,MCO,DTW,2025-11-19T19:30:00,2025-11-19T19:43:00,13,,0.886,53,False,2025-11-19
UA1087,UA,ORD,EWR,2025-11-19T21:45:00,2025-11-19T21:58:00,13,,0.841,66,False,2025-11-19
SW0314,SW,LGA,EWR,2025-11-20T07:15:00,2025-11-20T08:12:00,57,weather,0.882,65,False,2025-11-20
UA0262,UA,SFO,SEA,2025-11-20T10:00:00,2025-11-20T10:01:00,1,,0.865,76,False,2025-11-20
AA0711,AA,ORD,MSP,2025-11-20T11:00:00,2025-11-20T11:06:00,6,,0.776,80,False,2025-11-20
UA0452,UA,DFW,DEN,2025-11-20T12:30:00,2025-11-20T12:33:00,3,,0.847,68,False,2025-11-20
AA1001,AA,JFK,ATL,2025-11-20T12:45:00,2025-11-20T12:51:00,6,,0.986,36,False,2025-11-20
UA0077,UA,FLL,IAH,2025-11-20T13:15:00,,0,,0.0,0,True,2025-11-20
SW0464,SW,ORD,IAH,2025-11-20T13:30:00,2025-11-20T13:44:00,14,,0.802,39,False,2025-11-20
DL0873,DL,EWR,SEA,2025-11-20T14:00:00,,0,,0.0,0,True,2025-11-20
UA0442,UA,DTW,EWR,2025-11-20T15:00:00,2025-11-20T15:08:00,8,,0.789,73,False,2025-11-20
SW0844,SW,SEA,DEN,2025-11-20T15:30:00,2025-11-20T15:36:00,6,,0.939,38,False,2025-11-20
JB0505,JB,DEN,LAS,2025-11-20T15:45:00,2025-11-20T15:58:00,13,,0.884,79,False,2025-11-20
DL0583,DL,PHX,LGA,2025-11-20T15:45:00,2025-11-20T15:56:00,11,,0.891,56,False,2025-11-20
UA0272,UA,DEN,SEA,2025-11-20T17:45:00,2025-11-20T17:51:00,6,,0.84,66,False,2025-11-20
UA1122,UA,MSP,ORD,2025-11-20T18:30:00,2025-11-20T18:45:00,15,weather,0.797,83,False,2025-11-20
UA0487,UA,ATL,EWR,2025-11-20T18:45:00,2025-11-20T18:48:00,3,,0.727,75,False,2025-11-20
JB1010,JB,DTW,IAH,2025-11-20T19:15:00,2025-11-20T19:15:00,0,,0.754,69,False,2025-11-20
JB0340,JB,ORD,DEN,2025-11-20T20:45:00,2025-11-20T21:06:00,21,mechanical,0.895,78,False,2025-11-20
SW0114,SW,EWR,JFK,2025-11-20T21:00:00,2025-11-20T21:00:00,0,,0.963,55,False,2025-11-20
JB1175,JB,MIA,SFO,2025-11-20T21:00:00,2025-11-20T21:05:00,5,,0.999,62,False,2025-11-20
UA0867,UA,DEN,SEA,2025-11-20T21:30:00,2025-11-20T21:42:00,12,,0.855,77,False,2025-11-20
DL0213,DL,FLL,SFO,2025-11-21T07:30:00,2025-11-21T07:49:00,19,weather,0.914,51,False,2025-11-21
UA0997,UA,DTW,DEN,2025-11-21T08:30:00,2025-11-21T08:53:00,23,weather,0.997,67,False,2025-11-21
DL0403,DL,CLT,DTW,2025-11-21T09:15:00,2025-11-21T09:26:00,11,,0.896,52,False,2025-11-21
DL0003,DL,CLT,ATL,2025-11-21T11:15:00,2025-11-21T11:23:00,8,,0.977,61,False,2025-11-21
DL0048,DL,MIA,SEA,2025-11-21T11:15:00,2025-11-21T11:22:00,7,,0.744,64,False,2025-11-21
JB0530,JB,LAS,LAX,2025-11-21T16:00:00,2025-11-21T16:00:00,0,,0.787,98,False,2025-11-21
SW0184,SW,LAX,LGA,2025-11-21T18:00:00,2025-11-21T18:24:00,24,traffic,0.797,56,False,2025-11-21
DL0668,DL,SFO,LAS,2025-11-21T19:00:00,2025-11-21T19:06:00,6,,0.811,63,False,2025-11-21
AA0331,AA,SFO,BOS,2025-11-21T19:30:00,2025-11-21T19:34:00,4,,0.768,54,False,2025-11-21
AA0316,AA,BOS,MIA,2025-11-22T05:00:00,2025-11-22T05:06:00,6,,0.929,57,False,2025-11-22
AA0101,AA,SFO,MIA,2025-11-22T05:15:00,2025-11-22T05:20:00,5,,0.873,64,False,2025-11-22
UA1012,UA,ORD,MSP,2025-11-22T05:45:00,2025-11-22T05:57:00,12,,0.897,55,False,2025-11-22
JB1180,JB,ATL,LAS,2025-11-22T07:15:00,2025-11-22T07:35:00,20,weather,0.828,51,False,2025-11-22
UA0742,UA,EWR,PHX,2025-11-22T08:30:00,2025-11-22T08:40:00,10,,1.0,36,False,2025-11-22
AA0076,AA,MIA,DTW,2025-11-22T10:30:00,,0,,0.0,0,True,2025-11-22
AA0891,AA,SEA,LGA,2025-11-22T10:30:00,2025-11-22T11:06:00,36,traffic,0.858,58,False,2025-11-22
AA0201,AA,FLL,MCO,2025-11-22T11:30:00,2025-11-22T11:48:00,18,security,0.903,80,False,2025-11-22
SW0174,SW,LAX,DFW,2025-11-22T12:45:00,2025-11-22T12:53:00,8,,0.934,69,False,2025-11-22
UA0977,UA,IAH,CLT,2025-11-22T12:45:00,2025-11-22T12:52:00,7,,0.736,66,False,2025-11-22
AA0371,AA,SFO,FLL,2025-11-22T14:15:00,2025-11-22T14:29:00,14,,0.729,51,False,2025-11-22
UA0132,UA,SFO,JFK,2025-11-22T15:45:00,2025-11-22T15:47:00,2,,1.0,43,False,2025-11-22
DL0888,DL,MSP,SFO,2025-11-22T16:45:00,2025-11-22T16:53:00,8,,0.806,64,False,2025-11-22
AA0071,AA,LGA,DEN,2025-11-22T17:00:00,2025-11-22T18:00:00,60,mechanical,0.912,85,False,2025-11-22
JB0640,JB,JFK,EWR,2025-11-22T18:45:00,2025-11-22T19:01:00,16,mechanical,0.865,61,False,2025-11-22
SW1169,SW,MCO,MIA,2025-11-22T20:00:00,2025-11-22T20:04:00,4,,0.794,36,False,2025-11-22
DL0978,DL,ORD,EWR,2025-11-23T05:30:00,2025-11-23T05:35:00,5,,0.9,39,False,2025-11-23
AA0116,AA,PHX,CLT,2025-11-23T07:15:00,2025-11-23T07:17:00,2,,0.846,60,False,2025-11-23
UA0037,UA,IAH,LAX,2025-11-23T08:15:00,2025-11-23T08:25:00,10,,0.829,45,False,2025-11-23
JB0755,JB,JFK,IAH,2025-11-23T11:45:00,2025-11-23T11:54:00,9,,0.806,55,False,2025-11-23
JB0525,JB,SEA,IAH,2025-11-23T12:15:00,2025-11-23T12:22:00,7,,1.0,50,False,2025-11-23
DL0658,DL,ATL,LAX,2025-11-23T13:30:00,2025-11-23T13:35:00,5,,0.888,70,False,2025-11-23
SW0799,SW,IAH,DEN,2025-11-23T13:45:00,2025-11-23T13:54:00,9,,0.802,71,False,2025-11-23
AA1021,AA,JFK,EWR,2025-11-23T15:00:00,2025-11-23T15:00:00,0,,0.869,41,False,2025-11-23
AA0611,AA,SEA,IAH,2025-11-23T17:15:00,2025-11-23T17:15:00,0,,0.829,50,False,2025-11-23
JB0935,JB,MIA,LAS,2025-11-23T17:15:00,2025-11-23T17:22:00,7,,0.907,50,False,2025-11-23
SW1049,SW,DFW,LAS,2025-11-23T17:45:00,2025-11-23T17:54:00,9,,0.932,79,False,2025-11-23
AA0591,AA,DFW,MSP,2025-11-23T18:30:00,2025-11-23T18:31:00,1,,0.816,34,False,2025-11-23
AA0031,AA,LAS,MSP,2025-11-23T19:30:00,2025-11-23T19:35:00,5,,0.909,53,False,2025-11-23
UA0352,UA,ATL,DEN,2025-11-23T19:30:00,2025-11-23T19:34:00,4,,0.953,51,False,2025-11-23
JB0845,JB,LAS,MSP,2025-11-23T19:30:00,2025-11-23T20:19:00,49,mechanical,0.784,58,False,2025-11-23
AA1011,AA,ATL,CLT,2025-11-23T21:00:00,2025-11-23T21:12:00,12,,0.712,47,False,2025-11-23
UA0952,UA,BOS,EWR,2025-11-23T21:45:00,2025-11-23T22:05:00,20,weather,0.82,50,False,2025-11-23
DL0013,DL,CLT,BOS,2025-11-24T05:00:00,2025-11-24T05:03:00,3,,0.882,67,False,2025-11-24
UA1147,UA,JFK,LGA,2025-11-24T07:45:00,2025-11-24T07:50:00,5,,0.949,52,False,2025-11-24
JB0895,JB,MSP,JFK,2025-11-24T08:45:00,2025-11-24T09:27:00,42,traffic,0.904,57,False,2025-11-24
DL0788,DL,PHX,CLT,2025-11-24T09:00:00,2025-11-24T09:12:00,12,,0.764,82,False,2025-11-24
JB1125,JB,LAS,MSP,2025-11-24T12:30:00,2025-11-24T12:41:00,11,,0.652,54,False,2025-11-24
SW0524,SW,JFK,FLL,2025-11-24T12:45:00,,0,,0.0,0,True,2025-11-24
DL1093,DL,LGA,LAS,2025-11-24T14:45:00,2025-11-24T14:56:00,11,,0.915,26,False,2025-11-24
AA0991,AA,PHX,DFW,2025-11-24T17:00:00,2025-11-24T17:02:00,2,,0.733,30,False,2025-11-24
DL0043,DL,MSP,FLL,2025-11-24T17:45:00,2025-11-24T17:52:00,7,,0.769,67,False,2025-11-24
SW0534,SW,ATL,SFO,2025-11-24T18:45:00,2025-11-24T18:58:00,13,,0.782,94,False,2025-11-24
AA0616,AA,EWR,CLT,2025-11-24T18:45:00,2025-11-24T18:49:00,4,,0.68,68,False,2025-11-24
JB0155,JB,LAS,ATL,2025-11-24T21:15:00,2025-11-24T21:15:00,0,,0.858,72,False,2025-11-24
UA0697,UA,IAH,DTW,2025-11-24T21:30:00,2025-11-24T21:36:00,6,,0.874,63,False,2025-11-24
UA0097,UA,PHX,LAX,2025-11-25T08:30:00,2025-11-25T09:54:00,84,weather,0.72,70,False,2025-11-25
SW0319,SW,MSP,CLT,2025-11-25T10:15:00,2025-11-25T11:05:00,50,crew,0.867,65,False,2025-11-25
SW0144,SW,SEA,ORD,2025-11-25T10:30:00,2025-11-25T10:36:00,6,,0.755,75,False,2025-11-25
AA0671,AA,FLL,MIA,2025-11-25T11:30:00,2025-11-25T11:35:00,5,,0.816,51,False,2025-11-25
SW0754,SW,DFW,IAH,2025-11-25T12:15:00,2025-11-25T12:21:00,6,,0.882,62,False,2025-11-25
AA0346,AA,LAS,JFK,2025-11-25T14:00:00,2025-11-25T14:01:00,1,,0.836,64,False,2025-11-25
JB0835,JB,MSP,CLT,2025-11-25T19:30:00,2025-11-25T19:44:00,14,,0.816,66,False,2025-11-25
DL1148,DL,EWR,ORD,2025-11-25T19:30:00,2025-11-25T19:39:00,9,,0.734,84,False,2025-11-25
JB0630,JB,LAX,BOS,2025-11-26T07:30:00,2025-11-26T07:35:00,5,,0.765,53,False,2025-11-26
JB0355,JB,IAH,MIA,2025-11-26T08:30:00,2025-11-26T08:48:00,18,weather,0.795,56,False,2025-11-26
UA0587,UA,MCO,LGA,2025-11-26T08:45:00,2025-11-26T08:47:00,2,,0.789,51,False,2025-11-26
UA0457,UA,MCO,MIA,2025-11-26T09:00:00,2025-11-26T09:01:00,1,,0.851,75,False,2025-11-26
AA0696,AA,FLL,MCO,2025-11-26T09:00:00,,0,,0.0,0,True,2025-11-26
DL0253,DL,JFK,MSP,2025-11-26T12:30:00,2025-11-26T13:22:00,52,weather,0.951,51,False,2025-11-26
AA0056,AA,ORD,JFK,2025-11-26T17:30:00,2025-11-26T17:30:00,0,,0.884,64,False,2025-11-26
JB0215,JB,DFW,MCO,2025-11-26T17:30:00,2025-11-26T17:30:00,0,,0.953,57,False,2025-11-26
UA0092,UA,LGA,DFW,2025-11-26T18:30:00,2025-11-26T18:31:00,1,,0.857,77,False,2025-11-26
UA1182,UA,MSP,LAS,2025-11-26T19:15:00,2025-11-26T19:29:00,14,,0.78,62,False,2025-11-26
AA0476,AA,IAH,LGA,2025-11-26T19:45:00,2025-11-26T19:48:00,3,,0.783,53,False,2025-11-26
SW0784,SW,JFK,LGA,2025-11-26T20:45:00,2025-11-26T20:47:00,2,,0.872,76,False,2025-11-26
AA0976,AA,SEA,LAX,2025-11-26T22:45:00,2025-11-26T22:49:00,4,,0.805,96,False,2025-11-26
SW1139,SW,DFW,PHX,2025-11-27T05:15:00,2025-11-27T05:22:00,7,,0.909,74,False,2025-11-27
AA1186,AA,MCO,JFK,2025-11-27T05:30:00,2025-11-27T05:43:00,13,,1.0,64,False,2025-11-27
SW0639,SW,MIA,JFK,2025-11-27T07:45:00,2025-11-27T07:51:00,6,,0.804,70,False,2025-11-27
UA0917,UA,DEN,SFO,2025-11-27T13:00:00,2025-11-27T13:14:00,14,,0.793,68,False,2025-11-27
AA0161,AA,ORD,MSP,2025-11-27T13:15:00,2025-11-27T13:21:00,6,,1.0,68,False,2025-11-27
JB0625,JB,JFK,SFO,2025-11-27T13:15:00,2025-11-27T13:15:00,0,,0.861,91,False,2025-11-27
UA0532,UA,MCO,EWR,2025-11-27T14:45:00,2025-11-27T14:59:00,14,,0.872,80,False,2025-11-27
UA0777,UA,LAS,LGA,2025-11-27T14:45:00,2025-11-27T15:02:00,17,mechanical,0.763,71,False,2025-11-27
JB0020,JB,MSP,LGA,2025-11-27T16:00:00,2025-11-27T16:32:00,32,weather,0.902,60,False,2025-11-27
JB0300,JB,SEA,ORD,2025-11-27T16:30:00,2025-11-27T16:36:00,6,,0.909,65,False,2025-11-27
AA0261,AA,CLT,SFO,2025-11-27T19:30:00,2025-11-27T19:32:00,2,,0.932,58,False,2025-11-27
JB0965,JB,JFK,DEN,2025-11-27T20:30:00,2025-11-27T20:34:00,4,,0.838,47,False,2025-11-27
UA0792,UA,LAX,PHX,2025-11-28T05:15:00,2025-11-28T05:27:00,12,,0.827,67,False,2025-11-28
AA0256,AA,IAH,DFW,2025-11-28T05:30:00,2025-11-28T05:40:00,10,,1.0,55,False,2025-11-28
UA0472,UA,MCO,FLL,2025-11-28T08:00:00,2025-11-28T08:14:00,14,,0.836,79,False,2025-11-28
SW1094,SW,ATL,DFW,2025-11-28T09:15:00,2025-11-28T09:29:00,14,,0.911,44,False,2025-11-28
SW0159,SW,CLT,EWR,2025-11-28T10:30:00,2025-11-28T11:28:00,58,traffic,0.852,59,False,2025-11-28
SW0629,SW,MSP,LAS,2025-11-28T17:00:00,2025-11-28T17:01:00,1,,0.834,101,False,2025-11-28
DL1108,DL,ATL,DEN,2025-11-28T17:00:00,2025-11-28T17:25:00,25,weather,0.961,77,False,2025-11-28
AA0121,AA,DTW,ATL,2025-11-28T18:15:00,2025-11-28T18:19:00,4,,0.778,56,False,2025-11-28
UA0367,UA,DEN,PHX,2025-11-28T19:00:00,2025-11-28T19:08:00,8,,0.846,50,False,2025-11-28
AA0631,AA,PHX,FLL,2025-11-28T21:15:00,2025-11-28T21:25:00,10,,0.8,68,False,2025-11-28
AA0091,AA,EWR,ORD,2025-11-28T21:30:00,2025-11-28T21:43:00,13,,0.867,28,False,2025-11-28
SW0069,SW,PHX,DTW,2025-11-28T21:45:00,2025-11-28T21:58:00,13,,0.803,45,False,2025-11-28
UA0552,UA,PHX,IAH,2025-11-28T22:15:00,2025-11-28T22:17:00,2,,0.801,51,False,2025-11-28
JB0905,JB,EWR,MCO,2025-11-29T05:00:00,2025-11-29T05:12:00,12,,0.946,56,False,2025-11-29
SW0109,SW,ORD,BOS,2025-11-29T07:00:00,2025-11-29T07:12:00,12,,0.814,72,False,2025-11-29
JB0465,JB,SFO,SEA,2025-11-29T07:30:00,2025-11-29T07:51:00,21,mechanical,0.856,49,False,2025-11-29
SW0909,SW,LGA,DEN,2025-11-29T08:15:00,,0,,0.0,0,True,2025-11-29
DL0968,DL,MIA,LAX,2025-11-29T08:15:00,2025-11-29T09:15:00,60,mechanical,0.813,55,False,2025-11-29
JB0305,JB,LAS,CLT,2025-11-29T10:00:00,2025-11-29T10:00:00,0,,0.858,56,False,2025-11-29
JB0875,JB,ORD,LAX,2025-11-29T11:15:00,2025-11-29T11:22:00,7,,0.753,74,False,2025-11-29
UA0592,UA,CLT,ORD,2025-11-29T12:00:00,2025-11-29T12:02:00,2,,0.787,77,False,2025-11-29
DL1128,DL,SFO,CLT,2025-11-29T12:30:00,2025-11-29T13:11:00,41,weather,0.872,58,False,2025-11-29
UA0842,UA,MCO,ATL,2025-11-29T14:00:00,2025-11-29T14:07:00,7,,0.879,66,False,2025-11-29
SW0399,SW,LGA,FLL,2025-11-29T14:30:00,2025-11-29T15:20:00,50,weather,0.8,70,False,2025-11-29
JB0685,JB,EWR,PHX,2025-11-29T15:00:00,2025-11-29T15:05:00,5,,0.813,62,False,2025-11-29
JB0705,JB,LAX,EWR,2025-11-29T16:00:00,2025-11-29T16:02:00,2,,1.0,53,False,2025-11-29
DL0713,DL,DTW,ATL,2025-11-29T16:15:00,2025-11-29T16:17:00,2,,0.875,68,False,2025-11-29
UA0887,UA,EWR,MCO,2025-11-29T17:15:00,2025-11-29T17:23:00,8,,0.81,55,False,2025-11-29
DL0123,DL,EWR,LGA,2025-11-29T18:15:00,2025-11-29T18:26:00,11,,0.862,31,False,2025-11-29
DL0538,DL,IAH,ORD,2025-11-29T20:00:00,2025-11-29T20:25:00,25,crew,0.936,36,False,2025-11-29
JB1160,JB,FLL,BOS,2025-11-29T21:30:00,2025-11-29T21:36:00,6,,0.802,42,False,2025-11-29
UA0287,UA,CLT,SEA,2025-11-30T05:15:00,2025-11-30T06:35:00,80,traffic,0.939,71,False,2025-11-30
JB0450,JB,LAS,CLT,2025-11-30T06:15:00,2025-11-30T06:31:00,16,traffic,0.825,59,False,2025-11-30
DL0833,DL,SFO,BOS,2025-11-30T06:45:00,2025-11-30T06:53:00,8,,0.899,73,False,2025-11-30
SW1014,SW,SFO,MSP,2025-11-30T10:00:00,2025-11-30T10:00:00,0,,1.0,48,False,2025-11-30
SW0594,SW,EWR,FLL,2025-11-30T10:15:00,2025-11-30T10:29:00,14,,0.728,44,False,2025-11-30
AA0431,AA,JFK,MSP,2025-11-30T11:30:00,2025-11-30T11:38:00,8,,0.891,54,False,2025-11-30
AA0496,AA,ORD,IAH,2025-11-30T14:00:00,2025-11-30T14:05:00,5,,0.851,61,False,2025-11-30
DL0208,DL,DTW,PHX,2025-11-30T15:30:00,2025-11-30T15:35:00,5,,0.906,69,False,2025-11-30
AA0246,AA,ORD,SFO,2025-11-30T16:00:00,2025-11-30T16:03:00,3,,0.833,59,False,2025-11-30
AA0311,AA,CLT,ORD,2025-11-30T16:15:00,2025-11-30T16:23:00,8,,0.856,45,False,2025-11-30
DL0828,DL,MCO,DEN,2025-11-30T16:15:00,2025-11-30T16:25:00,10,,0.809,83,False,2025-11-30
SW0229,SW,EWR,DEN,2025-11-30T17:45:00,2025-11-30T17:57:00,12,,0.941,52,False,2025-11-30
AA0771,AA,ORD,MCO,2025-11-30T18:15:00,2025-11-30T18:28:00,13,,0.794,57,False,2025-11-30
JB0880,JB,MIA,LAX,2025-11-30T19:15:00,2025-11-30T19:25:00,10,,0.887,63,False,2025-11-30
AA0731,AA,SFO,SEA,2025-11-30T19:30:00,2025-11-30T19:40:00,10,,0.838,62,False,2025-11-30
UA0812,UA,LGA,MCO,2025-11-30T20:45:00,2025-11-30T20:46:00,1,,0.83,35,False,2025-11-30
SW0154,SW,DTW,MIA,2025-12-01T05:00:00,2025-12-01T05:13:00,13,,0.994,78,False,2025-12-01
JB0225,JB,IAH,MCO,2025-12-01T05:15:00,2025-12-01T05:40:00,25,weather,0.888,72,False,2025-12-01
JB0665,JB,MSP,EWR,2025-12-01T05:30:00,2025-12-01T05:50:00,20,traffic,0.914,66,False,2025-12-01
DL0778,DL,MSP,SEA,2025-12-01T05:30:00,2025-12-01T05:30:00,0,,0.817,51,False,2025-12-01
UA0662,UA,EWR,LAX,2025-12-01T06:45:00,2025-12-01T06:52:00,7,,0.811,86,False,2025-12-01
SW0194,SW,DEN,LAX,2025-12-01T10:00:00,2025-12-01T10:08:00,8,,0.793,39,False,2025-12-01
AA0191,AA,BOS,DFW,2025-12-01T10:45:00,2025-12-01T10:47:00,2,,0.611,65,False,2025-12-01
SW0479,SW,DFW,SEA,2025-12-01T15:30:00,2025-12-01T15:44:00,14,,0.803,59,False,2025-12-01
JB0160,JB,MIA,JFK,2025-12-01T17:00:00,2025-12-01T17:03:00,3,,0.923,43,False,2025-12-01
DL0598,DL,PHX,LAS,2025-12-01T17:30:00,2025-12-01T17:58:00,28,weather,0.877,73,False,2025-12-01
UA0822,UA,LAS,DTW,2025-12-01T17:45:00,2025-12-01T17:50:00,5,,0.853,47,False,2025-12-01
DL0238,DL,JFK,CLT,2025-12-01T18:00:00,2025-12-01T18:12:00,12,,0.876,47,False,2025-12-01
SW0684,SW,PHX,CLT,2025-12-01T19:15:00,2025-12-01T19:22:00,7,,0.82,71,False,2025-12-01
AA0321,AA,IAH,BOS,2025-12-01T21:15:00,2025-12-01T21:23:00,8,,0.795,58,False,2025-12-01
DL0178,DL,DTW,BOS,2025-12-01T22:00:00,2025-12-01T22:21:00,21,weather,0.869,66,False,2025-12-01
AA1076,AA,EWR,IAH,2025-12-01T22:45:00,2025-12-01T22:50:00,5,,0.761,45,False,2025-12-01
JB1095,JB,MCO,IAH,2025-12-02T06:00:00,2025-12-02T06:12:00,12,,0.855,64,False,2025-12-02
AA0176,AA,EWR,DFW,2025-12-02T07:15:00,2025-12-02T08:21:00,66,crew,0.942,36,False,2025-12-02
SW0179,SW,SEA,MSP,2025-12-02T08:30:00,2025-12-02T08:40:00,10,,0.8,25,False,2025-12-02
AA0416,AA,MSP,EWR,2025-12-02T10:00:00,2025-12-02T10:51:00,51,traffic,0.88,94,False,2025-12-02
AA1091,AA,EWR,ORD,2025-12-02T10:30:00,2025-12-02T12:58:00,148,security,0.94,69,False,2025-12-02
AA0691,AA,LAX,MSP,2025-12-02T13:30:00,2025-12-02T13:37:00,7,,0.777,49,False,2025-12-02
UA1052,UA,LGA,LAX,2025-12-02T14:00:00,2025-12-02T14:04:00,4,,0.619,75,False,2025-12-02
UA0827,UA,CLT,LGA,2025-12-02T17:45:00,2025-12-02T18:31:00,46,security,0.888,59,False,2025-12-02
UA0317,UA,JFK,DTW,2025-12-02T18:45:00,2025-12-02T18:58:00,13,,0.863,90,False,2025-12-02
AA0736,AA,DEN,LGA,2025-12-02T19:15:00,2025-12-02T19:24:00,9,,0.892,48,False,2025-12-02
UA0937,UA,FLL,PHX,2025-12-02T19:30:00,2025-12-02T19:44:00,14,,0.778,49,False,2025-12-02
SW0554,SW,DFW,LGA,2025-12-02T20:00:00,2025-12-02T20:13:00,13,,0.961,57,False,2025-12-02
UA0597,UA,SFO,DEN,2025-12-02T21:30:00,2025-12-02T21:42:00,12,,0.947,40,False,2025-12-02
AA0486,AA,LAX,ORD,2025-12-03T05:00:00,2025-12-03T05:12:00,12,,0.799,71,False,2025-12-03
SW0599,SW,MCO,LGA,2025-12-03T05:45:00,2025-12-03T05:51:00,6,,0.942,51,False,2025-12-03
JB0670,JB,DFW,MCO,2025-12-03T06:30:00,,0,,0.0,0,True,2025-12-03
AA0866,AA,MSP,LAX,2025-12-03T09:30:00,2025-12-03T09:38:00,8,,0.989,82,False,2025-12-03
JB1145,JB,BOS,JFK,2025-12-03T10:00:00,2025-12-03T10:02:00,2,,0.856,44,False,2025-12-03
DL0093,DL,EWR,MIA,2025-12-03T13:00:00,2025-12-03T13:00:00,0,,0.821,77,False,2025-12-03
JB0075,JB,DFW,CLT,2025-12-03T13:15:00,2025-12-03T13:18:00,3,,0.85,69,False,2025-12-03
AA0946,AA,BOS,IAH,2025-12-03T13:45:00,2025-12-03T13:50:00,5,,0.888,43,False,2025-12-03
JB1135,JB,ORD,MIA,2025-12-03T15:30:00,2025-12-03T15:35:00,5,,0.771,95,False,2025-12-03
DL0803,DL,JFK,PHX,2025-12-03T17:00:00,2025-12-03T17:06:00,6,,0.784,45,False,2025-12-03
AA0576,AA,DEN,ATL,2025-12-03T18:45:00,2025-12-03T18:45:00,0,,0.853,65,False,2025-12-03
JB0085,JB,BOS,FLL,2025-12-03T19:30:00,2025-12-03T19:31:00,1,,0.822,72,False,2025-12-03
DL0318,DL,IAH,ATL,2025-12-03T19:45:00,2025-12-03T19:51:00,6,,0.9,47,False,2025-12-03
